Vehicle_ID,Brand,Model,Vehicle_Type,State,City,Model_Year,Registration_Date,Battery_Capacity_kWh,Electric_Range_km,Charging_Time_Hours,Price_INR,Fast_Charging
254,Kia,EV6,PHEV,Tamil Nadu,Chennai,2026,2023-08-15,48,270,3.5,3756235,Yes
255,Kia,EV6,BEV,Gujarat,Ahmedabad,2026,2025-11-28,28,253,2.5,3761747,No
256,Kia,EV6,BEV,Maharashtra,Pune,2026,2024-03-07,41,204,4.5,852518,No
257,MG,ZS EV,PHEV,Delhi,New Delhi,2026,2025-03-31,62,344,4.5,2913021,Yes
258,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2026,2022-07-05,24,196,2.5,4441646,Yes
259,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2025,2022-05-27,44,414,3.5,1627696,Yes
260,Hyundai,Kona Electric,PHEV,Gujarat,Ahmedabad,2024,2025-12-04,36,295,8.5,1672270,No
261,MG,Comet EV,BEV,Tamil Nadu,Chennai,2025,2023-11-12,41,343,6.5,4157209,No
262,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2023,2023-10-02,27,510,4.5,4043856,Yes
263,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2022,2025-12-11,79,315,7.5,1631575,Yes
264,Kia,EV6,PHEV,Karnataka,Bengaluru,2025,2022-01-04,79,462,2.5,2219219,Yes
265,Mahindra,XUV400,BEV,Delhi,New Delhi,2024,2024-06-15,79,244,3.5,4443838,Yes
266,Kia,EV6,BEV,Delhi,New Delhi,2023,2024-12-02,33,398,2.5,4011741,Yes
267,Mahindra,XUV400,BEV,Delhi,New Delhi,2025,2024-11-28,68,269,5.5,3372192,Yes
268,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2024,2025-09-27,72,435,8.5,3095246,Yes
269,MG,Comet EV,BEV,Karnataka,Bengaluru,2024,2022-03-08,35,180,2.5,2862877,No
270,MG,ZS EV,PHEV,Gujarat,Ahmedabad,2024,2025-03-25,53,221,1.5,3442344,Yes
271,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2025,2025-12-26,22,529,8.5,3426333,No
272,Kia,EV6,PHEV,Karnataka,Bengaluru,2023,2022-09-18,53,514,3.5,814278,Yes
273,Mahindra,XUV400,BEV,Delhi,New Delhi,2025,2022-07-31,50,429,2.5,2841745,Yes
274,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2023,2025-08-02,37,449,5.5,3037292,Yes
275,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2022,2022-04-12,23,283,7.5,2645808,No
276,Tata,Nexon EV,PHEV,Tamil Nadu,Chennai,2026,2022-09-22,20,453,4.5,4312195,No
277,Tata,Punch EV,PHEV,Tamil Nadu,Chennai,2022,2023-06-15,35,533,5.5,1639183,Yes
278,Kia,EV6,BEV,Maharashtra,Mumbai,2026,2024-03-01,42,343,7.5,950334,No
279,BYD,Atto 3,BEV,Delhi,New Delhi,2026,2023-01-27,53,296,5.5,2713865,Yes
280,Tata,Nexon EV,BEV,Maharashtra,Pune,2025,2023-11-29,78,441,6.5,871663,Yes
281,Kia,EV6,BEV,Maharashtra,Pune,2024,2024-10-25,28,213,4.5,3148976,No
282,Kia,EV6,BEV,Tamil Nadu,Chennai,2022,2025-01-05,36,206,6.5,4276748,No
283,MG,ZS EV,BEV,Karnataka,Bengaluru,2023,2022-04-03,31,473,2.5,1722183,No
284,Kia,EV6,BEV,Tamil Nadu,Chennai,2025,2022-09-18,72,222,6.5,1413402,Yes
285,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2022,2025-05-12,51,467,7.5,3515895,No
286,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2023,2025-11-20,41,322,1.5,3912637,Yes
287,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2026,2022-12-07,40,225,5.5,1918267,No
288,Tata,Nexon EV,BEV,Gujarat,Ahmedabad,2023,2024-10-28,78,281,4.5,1627429,No
289,Kia,EV6,PHEV,Gujarat,Ahmedabad,2023,2022-07-02,24,321,6.5,3446986,No
290,Kia,EV6,BEV,Gujarat,Ahmedabad,2026,2024-02-15,25,264,1.5,2963750,Yes
291,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2025,2024-08-02,79,220,5.5,795149,No
292,Kia,EV6,PHEV,Maharashtra,Mumbai,2023,2023-02-02,67,184,8.5,4008026,No
293,BYD,Atto 3,BEV,Delhi,New Delhi,2023,2025-09-26,25,407,2.5,824659,Yes
294,Kia,EV6,BEV,Gujarat,Ahmedabad,2026,2024-05-15,70,533,2.5,1357405,Yes
295,MG,ZS EV,PHEV,Delhi,New Delhi,2022,2024-04-08,27,535,6.5,1480401,Yes
296,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2024,2022-03-23,40,303,6.5,1863299,No
297,Mahindra,XUV400,BEV,Maharashtra,Pune,2025,2024-12-01,76,364,1.5,4115315,Yes
298,Tata,Nexon EV,PHEV,Gujarat,Ahmedabad,2026,2026-01-28,50,352,8.5,4479564,No
299,BYD,Atto 3,PHEV,Delhi,New Delhi,2026,2023-05-22,72,529,1.5,2749974,Yes
300,BYD,Atto 3,PHEV,Delhi,New Delhi,2025,2024-06-23,22,380,7.5,2991197,No
301,Kia,EV6,PHEV,Maharashtra,Mumbai,2024,2025-03-08,39,395,6.5,4427498,Yes
302,MG,ZS EV,PHEV,Maharashtra,Pune,2023,2022-11-07,50,246,7.5,1543396,Yes
303,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2023-04-14,25,502,7.5,2560646,No
304,BYD,Atto 3,BEV,Karnataka,Bengaluru,2024,2022-06-08,26,346,4.5,2054851,Yes
305,Kia,EV6,PHEV,Delhi,New Delhi,2024,2022-01-31,51,487,3.5,3894798,No
306,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2024,2025-12-19,75,304,3.5,2926450,No
307,Tata,Punch EV,BEV,Karnataka,Bengaluru,2023,2024-02-26,21,462,4.5,1068772,No
308,Mahindra,XUV400,BEV,Karnataka,Bengaluru,2024,2022-03-11,30,347,3.5,1157245,No
309,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2026,2024-01-26,60,313,8.5,3128780,No
310,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2024,2024-03-24,63,363,7.5,4210192,No
311,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2026,2023-09-01,50,404,8.5,2720981,No
312,Mahindra,XUV400,BEV,Delhi,New Delhi,2023,2025-01-15,35,460,8.5,3574355,No
313,Tata,Nexon EV,BEV,Gujarat,Ahmedabad,2024,2025-04-22,52,362,1.5,1414429,No
314,MG,ZS EV,BEV,Maharashtra,Mumbai,2026,2024-05-24,66,328,2.5,1924731,Yes
315,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2026,2022-01-31,49,405,6.5,3709104,No
316,Tata,Punch EV,BEV,Tamil Nadu,Chennai,2022,2025-02-28,73,186,4.5,3070074,No
317,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2025,2025-09-10,60,431,3.5,3536153,Yes
318,Mahindra,XUV400,PHEV,Delhi,New Delhi,2022,2025-12-24,56,450,8.5,2933592,Yes
319,Mahindra,XUV400,BEV,Delhi,New Delhi,2024,2025-05-17,23,370,5.5,2112035,No
320,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2024,2022-01-06,20,514,2.5,4363915,Yes
321,MG,Comet EV,BEV,Maharashtra,Mumbai,2026,2022-07-20,32,441,2.5,1435977,Yes
322,Kia,EV6,BEV,Maharashtra,Mumbai,2025,2022-10-18,23,499,4.5,3239354,Yes
323,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2024,2024-02-19,21,489,2.5,2443467,No
324,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2024,2024-01-29,41,270,3.5,2856789,Yes
325,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2022,2022-05-30,65,360,3.5,1271899,No
326,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2026,2023-08-11,23,410,7.5,1707417,No
327,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2026,2025-05-10,72,487,5.5,3409917,No
328,Tata,Punch EV,PHEV,Delhi,New Delhi,2026,2025-08-05,24,450,3.5,1570369,No
329,Mahindra,XUV400,BEV,Maharashtra,Pune,2026,2023-01-25,44,321,4.5,1660178,No
330,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2026,2022-05-12,70,539,7.5,4366713,No
331,Kia,EV6,BEV,Maharashtra,Pune,2025,2024-01-06,40,494,4.5,1357219,Yes
332,Tata,Punch EV,PHEV,Gujarat,Ahmedabad,2024,2025-06-10,24,523,7.5,946971,No
333,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2022,2024-10-03,29,391,1.5,4042976,No
334,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2024,2022-07-25,80,548,1.5,796632,No
335,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2024,2022-06-25,70,513,4.5,2484374,No
336,MG,ZS EV,PHEV,Delhi,New Delhi,2022,2024-08-15,58,484,2.5,3286733,No
337,Mahindra,XUV400,BEV,Karnataka,Bengaluru,2025,2024-01-17,62,345,6.5,1318545,No
338,Kia,EV6,PHEV,Maharashtra,Mumbai,2024,2025-08-10,36,436,5.5,1359404,No
339,MG,Comet EV,BEV,Karnataka,Bengaluru,2023,2024-04-23,66,493,6.5,1131158,Yes
340,BYD,Atto 3,PHEV,Delhi,New Delhi,2023,2022-09-29,71,526,7.5,1027964,No
341,Kia,EV6,PHEV,Delhi,New Delhi,2026,2025-12-20,36,196,1.5,2983887,No
342,Tata,Nexon EV,PHEV,Delhi,New Delhi,2026,2024-12-05,27,349,1.5,969173,No
343,Kia,EV6,PHEV,Delhi,New Delhi,2022,2023-04-27,32,323,4.5,2684931,Yes
344,BYD,Atto 3,BEV,Maharashtra,Pune,2026,2022-08-24,22,373,6.5,2056729,Yes
345,MG,ZS EV,BEV,Gujarat,Ahmedabad,2025,2025-03-12,38,300,4.5,1476303,No
346,Mahindra,XUV400,BEV,Delhi,New Delhi,2023,2023-01-19,30,478,7.5,2261018,No
347,BYD,Atto 3,PHEV,Delhi,New Delhi,2023,2025-08-02,64,546,5.5,3215523,Yes
348,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2025,2022-02-02,39,360,4.5,3931295,No
349,Kia,EV6,PHEV,Tamil Nadu,Chennai,2026,2023-05-19,67,546,8.5,3013239,Yes
350,BYD,Atto 3,BEV,Maharashtra,Mumbai,2026,2024-08-11,53,370,6.5,4200160,No
351,Tata,Nexon EV,PHEV,Tamil Nadu,Chennai,2025,2025-12-06,21,496,1.5,4494312,No
352,Kia,EV6,PHEV,Delhi,New Delhi,2026,2024-04-08,77,326,7.5,1371764,Yes
353,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2026,2025-12-08,28,399,7.5,1183925,Yes
354,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2024,2023-05-02,56,434,7.5,2076740,Yes
355,MG,ZS EV,PHEV,Karnataka,Bengaluru,2024,2024-09-16,48,498,4.5,3029633,No
356,MG,ZS EV,BEV,Gujarat,Ahmedabad,2026,2022-11-05,29,429,4.5,2000622,Yes
357,MG,Comet EV,BEV,Maharashtra,Pune,2026,2024-11-28,60,490,5.5,1145198,Yes
358,Tata,Punch EV,PHEV,Delhi,New Delhi,2022,2025-12-30,77,196,8.5,1912766,No
359,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2025,2022-03-06,28,301,4.5,818287,No
360,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2026,2025-01-14,71,530,3.5,3797701,No
361,BYD,Atto 3,BEV,Maharashtra,Mumbai,2022,2025-11-27,54,329,1.5,1653755,No
362,Mahindra,XUV400,PHEV,Maharashtra,Pune,2025,2022-05-12,62,383,8.5,3528863,Yes
363,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2025-09-10,75,294,1.5,973873,Yes
364,BYD,Atto 3,BEV,Maharashtra,Pune,2025,2023-03-22,56,355,4.5,4089171,No
365,Tata,Punch EV,BEV,Maharashtra,Mumbai,2022,2024-07-11,34,410,6.5,3294874,Yes
366,Mahindra,XUV400,BEV,Maharashtra,Pune,2023,2023-08-23,73,230,3.5,4055048,Yes
367,MG,ZS EV,BEV,Delhi,New Delhi,2026,2023-02-23,22,501,5.5,3195089,No
368,MG,ZS EV,BEV,Maharashtra,Mumbai,2024,2022-08-26,48,413,8.5,4086481,No
369,Tata,Nexon EV,BEV,Maharashtra,Pune,2022,2024-07-06,72,232,1.5,1035509,Yes
370,MG,Comet EV,PHEV,Maharashtra,Mumbai,2022,2023-09-10,71,222,5.5,2659200,Yes
371,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2022,2022-06-24,44,535,3.5,3673819,No
372,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2026,2025-06-07,48,318,1.5,4109605,Yes
373,Kia,EV6,BEV,Karnataka,Bengaluru,2022,2022-02-18,24,334,1.5,2744685,Yes
374,BYD,Atto 3,BEV,Maharashtra,Pune,2023,2024-05-03,44,365,7.5,1933427,No
375,MG,ZS EV,BEV,Karnataka,Bengaluru,2022,2022-01-14,42,389,3.5,2773834,Yes
376,Tata,Nexon EV,BEV,Maharashtra,Pune,2023,2025-03-06,38,449,6.5,3706433,No
377,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2024,2023-05-31,64,307,6.5,2589666,Yes
378,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2022,2022-05-13,42,305,8.5,1861588,No
379,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2024,2022-12-04,28,403,4.5,3921542,Yes
380,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2023,2023-05-26,78,180,5.5,4004705,Yes
381,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2022,2024-01-16,28,238,3.5,4358953,No
382,MG,Comet EV,BEV,Gujarat,Ahmedabad,2023,2023-06-23,56,401,5.5,2977707,Yes
383,Kia,EV6,PHEV,Karnataka,Bengaluru,2025,2022-12-31,30,358,4.5,3205248,Yes
384,MG,Comet EV,BEV,Tamil Nadu,Chennai,2022,2024-09-19,28,353,6.5,3644911,Yes
385,Kia,EV6,PHEV,Delhi,New Delhi,2023,2023-12-15,50,401,2.5,3975316,No
386,MG,Comet EV,PHEV,Delhi,New Delhi,2023,2025-08-13,69,419,1.5,3187833,Yes
387,MG,Comet EV,BEV,Tamil Nadu,Chennai,2024,2023-09-15,64,506,8.5,3443957,No
388,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2026,2023-10-10,44,308,8.5,3431706,Yes
389,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2026,2022-03-20,23,283,7.5,3825303,No
390,BYD,Atto 3,BEV,Maharashtra,Mumbai,2026,2023-03-02,54,200,8.5,2256607,No
391,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2025-08-19,27,548,7.5,822660,No
392,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2024,2023-07-15,22,264,2.5,2771739,No
393,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2025,2022-05-19,80,514,3.5,1127997,No
394,Kia,EV6,PHEV,Karnataka,Bengaluru,2023,2023-11-15,36,183,3.5,1500970,Yes
395,Mahindra,XUV400,PHEV,Delhi,New Delhi,2023,2023-02-13,58,439,8.5,3755148,No
396,Kia,EV6,BEV,Karnataka,Bengaluru,2025,2022-06-01,34,535,6.5,2710628,Yes
397,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2026,2024-06-22,76,452,2.5,1053199,Yes
398,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2023,2022-02-13,52,433,6.5,1860213,No
399,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2025,2022-10-09,67,477,6.5,3708434,No
400,MG,Comet EV,BEV,Gujarat,Ahmedabad,2024,2024-04-27,35,483,4.5,1741529,No
401,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2026,2024-04-25,67,281,3.5,1217963,No
402,MG,ZS EV,BEV,Gujarat,Ahmedabad,2026,2022-03-27,41,246,2.5,4392114,Yes
403,Tata,Nexon EV,PHEV,Delhi,New Delhi,2022,2022-12-28,46,507,3.5,3848372,Yes
404,Tata,Punch EV,PHEV,Karnataka,Bengaluru,2023,2023-07-23,35,540,5.5,2188412,No
405,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2026,2024-06-08,42,408,8.5,2289703,No
406,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2026,2023-01-31,74,248,2.5,3636306,Yes
407,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2025,2022-01-08,80,226,4.5,1512051,Yes
408,Kia,EV6,BEV,Gujarat,Ahmedabad,2023,2022-05-03,57,516,4.5,3497434,No
409,BYD,Atto 3,PHEV,Delhi,New Delhi,2025,2024-04-24,72,485,1.5,3472173,Yes
410,MG,ZS EV,PHEV,Karnataka,Bengaluru,2025,2025-12-18,53,514,8.5,3115275,No
411,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2023,2024-10-02,78,413,6.5,3946757,No
412,Mahindra,XUV400,PHEV,Delhi,New Delhi,2024,2025-05-07,20,405,8.5,4322370,Yes
413,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2024,2024-07-22,59,265,6.5,1022392,No
414,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2024,2025-01-19,49,493,3.5,1198157,Yes
415,Mahindra,XUV400,BEV,Maharashtra,Pune,2026,2025-09-04,49,487,3.5,3472458,No
416,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2023-10-16,43,442,7.5,3255865,Yes
417,MG,ZS EV,PHEV,Maharashtra,Pune,2022,2024-03-17,49,545,3.5,4419154,Yes
418,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2024,2022-02-28,48,227,4.5,1494094,Yes
419,Kia,EV6,PHEV,Karnataka,Bengaluru,2024,2025-05-24,57,522,5.5,1130038,No
420,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2025-06-22,32,274,5.5,2177944,Yes
421,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2025,2023-11-20,43,377,5.5,3871601,Yes
422,Kia,EV6,PHEV,Karnataka,Bengaluru,2025,2024-11-15,65,529,4.5,1226414,Yes
423,Kia,EV6,PHEV,Tamil Nadu,Chennai,2022,2022-12-18,23,302,5.5,4486075,Yes
424,Kia,EV6,BEV,Gujarat,Ahmedabad,2026,2022-03-06,26,446,6.5,821053,Yes
425,Kia,EV6,BEV,Gujarat,Ahmedabad,2023,2022-08-17,29,289,2.5,1231824,No
426,MG,ZS EV,BEV,Maharashtra,Pune,2022,2025-09-23,55,490,4.5,1631059,Yes
427,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2024-12-28,69,230,3.5,1494764,Yes
428,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2022,2022-04-15,72,531,5.5,2552810,No
429,Mahindra,XUV400,BEV,Maharashtra,Pune,2025,2023-05-16,52,317,5.5,2279100,Yes
430,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2026,2023-08-29,25,195,1.5,1734647,Yes
431,Tata,Nexon EV,BEV,Delhi,New Delhi,2022,2022-05-05,66,223,8.5,1373471,Yes
432,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2022,2024-10-26,68,225,1.5,3838800,No
433,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2024-06-11,67,203,5.5,1212470,Yes
434,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2026,2025-09-03,21,270,4.5,2276062,Yes
435,BYD,Atto 3,BEV,Karnataka,Bengaluru,2026,2023-07-22,36,470,6.5,3008200,No
436,Kia,EV6,PHEV,Karnataka,Bengaluru,2026,2024-09-03,50,297,3.5,767472,Yes
437,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2024,2023-08-14,27,510,8.5,3321968,No
438,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2026,2024-08-22,46,247,2.5,2878869,Yes
439,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2022,2024-04-23,46,288,5.5,2492191,No
440,Mahindra,XUV400,BEV,Maharashtra,Pune,2024,2023-05-09,74,534,8.5,1629863,No
441,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2023,2023-01-24,79,304,6.5,3631384,No
442,MG,ZS EV,BEV,Delhi,New Delhi,2026,2025-03-09,28,182,8.5,2321328,No
443,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2023,2025-11-08,31,223,8.5,2901104,No
444,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2023,2025-06-11,62,325,2.5,3184035,No
445,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2026,2025-09-20,49,213,8.5,3908790,No
446,BYD,Atto 3,PHEV,Delhi,New Delhi,2022,2023-10-21,67,404,3.5,2498070,No
447,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2024,2022-04-08,45,495,7.5,1167694,Yes
448,BYD,Atto 3,BEV,Maharashtra,Mumbai,2025,2023-03-27,72,414,1.5,1620872,Yes
449,Kia,EV6,BEV,Karnataka,Bengaluru,2025,2024-07-08,54,286,2.5,4282081,Yes
450,Kia,EV6,BEV,Maharashtra,Mumbai,2022,2023-09-22,72,540,2.5,3420758,Yes
451,MG,Comet EV,BEV,Karnataka,Bengaluru,2024,2026-01-20,58,407,1.5,1458737,No
452,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2024,2025-03-02,30,289,5.5,3453624,No
453,Kia,EV6,PHEV,Karnataka,Bengaluru,2022,2023-04-16,72,368,6.5,4205350,Yes
454,MG,ZS EV,PHEV,Delhi,New Delhi,2023,2022-05-14,50,494,5.5,1918497,Yes
455,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2022,2023-06-10,28,505,5.5,1481635,Yes
456,Kia,EV6,PHEV,Tamil Nadu,Chennai,2024,2023-02-27,68,276,6.5,4381227,Yes
457,Kia,EV6,PHEV,Maharashtra,Pune,2022,2023-07-02,25,336,2.5,734918,Yes
458,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2024,2025-09-22,64,218,2.5,1731773,No
459,Kia,EV6,PHEV,Gujarat,Ahmedabad,2025,2024-11-09,74,258,8.5,4068947,Yes
460,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2025,2023-09-20,32,253,5.5,1830610,Yes
461,Kia,EV6,PHEV,Maharashtra,Pune,2022,2024-08-15,60,447,2.5,1171460,No
462,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2024,2025-10-25,45,504,3.5,3339998,No
463,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2025,2023-05-02,48,348,7.5,4487327,No
464,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2022,2023-06-01,38,382,5.5,1872437,No
465,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2022,2022-08-14,50,239,8.5,2840268,No
466,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2025-08-23,44,341,1.5,1725858,Yes
467,Tata,Punch EV,BEV,Karnataka,Bengaluru,2023,2023-04-17,70,234,5.5,3690739,No
468,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2026,2022-07-12,27,366,5.5,4306807,Yes
469,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2025,2024-01-31,32,548,6.5,4277394,No
470,Kia,EV6,PHEV,Gujarat,Ahmedabad,2024,2023-05-17,77,260,5.5,3469209,No
471,BYD,Atto 3,BEV,Karnataka,Bengaluru,2022,2024-01-28,58,465,1.5,3176595,Yes
472,Kia,EV6,BEV,Gujarat,Ahmedabad,2025,2024-06-13,60,489,6.5,3371797,No
473,MG,Comet EV,PHEV,Maharashtra,Mumbai,2022,2022-05-31,28,452,2.5,1299595,No
474,Kia,EV6,BEV,Maharashtra,Pune,2022,2024-06-21,20,544,8.5,4313420,Yes
475,Tata,Punch EV,BEV,Karnataka,Bengaluru,2023,2023-08-23,80,536,6.5,3991179,Yes
476,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2025,2022-05-10,52,465,6.5,1707310,No
477,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2026,2025-06-27,58,423,7.5,2674390,Yes
478,Hyundai,Kona Electric,PHEV,Gujarat,Ahmedabad,2025,2023-04-11,46,287,8.5,3114201,No
479,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2026,2024-04-17,74,186,7.5,3659472,No
480,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2026,2024-03-14,28,223,2.5,1628714,Yes
481,BYD,Atto 3,BEV,Karnataka,Bengaluru,2026,2024-06-02,72,299,6.5,2531783,No
482,MG,Comet EV,BEV,Gujarat,Ahmedabad,2024,2023-06-07,54,260,7.5,2115261,No
483,BYD,Atto 3,PHEV,Delhi,New Delhi,2024,2023-02-19,40,404,6.5,2501890,Yes
484,Mahindra,XUV400,BEV,Maharashtra,Pune,2026,2024-02-19,27,422,2.5,3766970,Yes
485,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2026,2024-12-30,39,433,3.5,1725758,No
486,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2024-04-26,30,403,3.5,3797902,Yes
487,Tata,Punch EV,BEV,Karnataka,Bengaluru,2025,2024-12-18,46,421,3.5,2012071,Yes
488,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2026,2024-06-11,77,466,2.5,2509052,No
489,Hyundai,Kona Electric,PHEV,Gujarat,Ahmedabad,2022,2024-01-21,78,332,4.5,1907683,Yes
490,Mahindra,XUV400,BEV,Delhi,New Delhi,2023,2024-01-07,33,535,3.5,792521,Yes
491,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2026,2023-08-24,60,473,4.5,3706783,Yes
492,MG,Comet EV,BEV,Gujarat,Ahmedabad,2026,2026-02-09,25,219,3.5,4283546,Yes
493,BYD,Atto 3,BEV,Maharashtra,Pune,2022,2022-04-26,62,482,5.5,4078384,Yes
494,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2026,2022-04-21,28,272,4.5,1627323,Yes
495,MG,Comet EV,BEV,Tamil Nadu,Chennai,2025,2024-05-28,55,309,7.5,2496367,Yes
496,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2024,2024-12-02,71,515,4.5,1906965,No
497,Tata,Punch EV,BEV,Maharashtra,Pune,2024,2025-02-12,72,510,6.5,1389083,Yes
498,Mahindra,XUV400,PHEV,Delhi,New Delhi,2025,2023-05-20,32,527,4.5,759070,Yes
499,MG,Comet EV,PHEV,Delhi,New Delhi,2026,2022-11-13,79,431,2.5,4139668,Yes
500,BYD,Atto 3,BEV,Delhi,New Delhi,2026,2025-02-11,45,458,1.5,3973720,No
501,Kia,EV6,BEV,Maharashtra,Mumbai,2022,2026-01-21,54,220,3.5,4382325,No
502,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2022-11-16,24,270,7.5,2958931,Yes
503,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2024,2022-07-21,54,406,2.5,1112529,No
504,Mahindra,XUV400,BEV,Maharashtra,Pune,2023,2026-01-15,72,429,8.5,3186060,Yes
505,MG,ZS EV,BEV,Maharashtra,Pune,2025,2022-11-16,32,329,6.5,1703460,No
506,Tata,Nexon EV,PHEV,Delhi,New Delhi,2022,2022-09-03,72,292,8.5,3266503,No
507,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2022,2025-11-15,48,325,1.5,3366545,Yes
508,Kia,EV6,BEV,Tamil Nadu,Chennai,2022,2023-02-11,56,186,2.5,4384251,Yes
509,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2022,2022-10-23,49,516,2.5,2740331,Yes
